protocol,flow_duration,total_forward_packets,total_backward_packets,total_forward_packets_length,total_backward_packets_length,forward_packet_length_mean,backward_packet_length_mean,forward_packets_per_second,backward_packets_per_second,forward_iat_mean,backward_iat_mean,flow_iat_mean,flow_packets_per_seconds,flow_bytes_per_seconds,label
17,1680788,4,0,5856,0,1464.0,0,2.37983612448446,0.0,560262.666666666,0,560262.666666666,2.37983612448446,3484.08008624526,DrDoS_DNS
17,21183,194,0,84928,0,437.773195876288,0,9158.28730585847,0.0,109.756476683937,0,109.756476683937,9158.28730585847,4009252.7026389,DrDoS_DNS
17,142833,200,0,88000,0,440.0,0,1400.23663999215,0.0,717.75376884422,0,717.75376884422,1400.23663999215,616104.121596549,DrDoS_DNS
17,1083,6,0,8832,0,1472.0,0,5540.16620498615,0.0,216.6,0,216.6,5540.16620498615,8155124.65373961,DrDoS_DNS
17,2059,8,0,11776,0,1472.0,0,3885.38125303545,0.0,294.142857142857,0,294.142857142857,3885.38125303545,5719281.20446818,DrDoS_DNS
17,7,2,0,850,0,425.0,0,285714.285714285,0.0,7.0,0,7.0,285714.285714285,121428571.428571,DrDoS_DNS
17,18805,200,0,88000,0,440.0,0,10635.4692900824,0.0,94.4974874371859,0,94.4974874371859,10635.4692900824,4679606.48763626,DrDoS_DNS
17,80314,200,0,88000,0,440.0,0,2490.22586348581,0.0,403.587939698492,0,403.587939698492,2490.22586348581,1095699.37993376,DrDoS_DNS
17,43,2,0,2038,0,1019.0,0,46511.6279069767,0.0,43.0,0,43.0,46511.6279069767,47395348.8372093,DrDoS_DNS
17,17,2,0,1382,0,691.0,0,117647.058823529,0.0,17.0,0,17.0,117647.058823529,81294117.6470588,DrDoS_DNS
17,229,2,0,1796,0,898.0,0,8733.62445414847,0.0,229.0,0,229.0,8733.62445414847,7842794.75982532,DrDoS_DNS
17,36,2,0,592,0,296.0,0,55555.5555555555,0.0,36.0,0,36.0,55555.5555555555,16444444.4444444,DrDoS_DNS
17,244,2,0,1012,0,506.0,0,8196.7213114754,0.0,244.0,0,244.0,8196.7213114754,4147540.98360655,DrDoS_DNS
17,54,2,0,1046,0,523.0,0,37037.037037037,0.0,54.0,0,54.0,37037.037037037,19370370.3703703,DrDoS_DNS
17,241,2,0,2784,0,1392.0,0,8298.75518672199,0.0,241.0,0,241.0,8298.75518672199,11551867.219917,DrDoS_DNS
17,46,2,0,862,0,431.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,18739130.4347826,DrDoS_DNS
17,27604,170,0,74800,0,440.0,0,6158.5277496015,0.0,163.337278106508,0,163.337278106508,6158.5277496015,2709752.20982466,DrDoS_DNS
17,3,2,0,902,0,451.0,0,666666.666666666,0.0,3.0,0,3.0,666666.666666666,300666666.666666,DrDoS_DNS
17,31905,200,0,88000,0,440.0,0,6268.60993574674,0.0,160.326633165829,0,160.326633165829,6268.60993574674,2758188.37172856,DrDoS_DNS
17,16989207,400,0,176000,0,440.0,0,23.5443596631673,0.0,42579.4661654135,0,42579.4661654135,23.5443596631673,10359.5182517936,DrDoS_DNS
17,41,2,0,618,0,309.0,0,48780.487804878,0.0,41.0,0,41.0,48780.487804878,15073170.7317073,DrDoS_DNS
17,274558,200,0,88000,0,440.0,0,728.443534699407,0.0,1379.68844221105,0,1379.68844221105,728.443534699407,320515.155267739,DrDoS_DNS
17,260,2,0,2896,0,1448.0,0,7692.30769230769,0.0,260.0,0,260.0,7692.30769230769,11138461.5384615,DrDoS_DNS
17,36852,200,0,88000,0,440.0,0,5427.1138608488,0.0,185.185929648241,0,185.185929648241,5427.1138608488,2387930.09877347,DrDoS_DNS
17,24052,158,0,69232,0,438.177215189873,0,6569.10028272077,0.0,153.197452229299,0,153.197452229299,6569.10028272077,2878430.06818559,DrDoS_DNS
17,69430,2,2,66,194,33.0,97,28.8059916462624,28.8059916462624,3.0,2,23143.3333333333,57.6119832925248,3744.77891401411,BENIGN
17,19110,200,0,88000,0,440.0,0,10465.724751439,0.0,96.0301507537688,0,96.0301507537688,10465.724751439,4604918.89063317,DrDoS_DNS
17,1183,4,0,740,0,185.0,0,3381.23415046492,0.0,394.333333333333,0,394.333333333333,3381.23415046492,625528.31783601,DrDoS_DNS
17,25868,4,0,5888,0,1472.0,0,154.631204577083,0.0,8622.66666666666,0,8622.66666666666,154.631204577083,227617.133137467,DrDoS_DNS
17,6,2,0,2704,0,1352.0,0,333333.333333333,0.0,6.0,0,6.0,333333.333333333,450666666.666666,DrDoS_DNS
17,269363,200,0,88000,0,440.0,0,742.492472982555,0.0,1353.58291457286,0,1353.58291457286,742.492472982555,326696.688112324,DrDoS_DNS
17,47,2,0,2412,0,1206.0,0,42553.1914893617,0.0,47.0,0,47.0,42553.1914893617,51319148.9361702,DrDoS_DNS
17,46,2,0,666,0,333.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,14478260.8695652,DrDoS_DNS
17,34780,200,0,88000,0,440.0,0,5750.43128234617,0.0,174.773869346733,0,174.773869346733,5750.43128234617,2530189.76423231,DrDoS_DNS
17,49,2,0,1076,0,538.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,21959183.6734693,DrDoS_DNS
17,3,2,0,2318,0,1159.0,0,666666.666666666,0.0,3.0,0,3.0,666666.666666666,772666666.666666,DrDoS_DNS
17,49,2,0,2016,0,1008.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,41142857.1428571,DrDoS_DNS
17,1745,4,0,5856,0,1464.0,0,2292.26361031518,0.0,581.666666666666,0,581.666666666666,2292.26361031518,3355873.92550143,DrDoS_DNS
17,120,2,0,2652,0,1326.0,0,16666.6666666666,0.0,120.0,0,120.0,16666.6666666666,22100000.0,DrDoS_DNS
17,1,2,0,512,0,256.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,512000000.0,DrDoS_DNS
17,225,2,0,512,0,256.0,0,8888.88888888888,0.0,225.0,0,225.0,8888.88888888888,2275555.55555555,DrDoS_DNS
17,19382,200,0,88000,0,440.0,0,10318.8525435971,0.0,97.3969849246231,0,97.3969849246231,10318.8525435971,4540295.11918274,DrDoS_DNS
17,45,2,0,1116,0,558.0,0,44444.4444444444,0.0,45.0,0,45.0,44444.4444444444,24800000.0,DrDoS_DNS
17,47,2,0,724,0,362.0,0,42553.1914893617,0.0,47.0,0,47.0,42553.1914893617,15404255.3191489,DrDoS_DNS
17,99685,194,0,84928,0,437.773195876288,0,1946.130310478,0.0,516.502590673574,0,516.502590673574,1946.130310478,851963.68560967,DrDoS_DNS
17,26351,150,0,65424,0,436.16,0,5692.38359075557,0.0,176.852348993288,0,176.852348993288,5692.38359075557,2482790.02694394,DrDoS_DNS
17,249,2,0,2848,0,1424.0,0,8032.12851405622,0.0,249.0,0,249.0,8032.12851405622,11437751.004016,DrDoS_DNS
17,47,2,0,62,0,31.0,0,42553.1914893617,0.0,47.0,0,47.0,42553.1914893617,1319148.93617021,DrDoS_DNS
17,41,2,0,1694,0,847.0,0,48780.487804878,0.0,41.0,0,41.0,48780.487804878,41317073.1707317,DrDoS_DNS
17,27761,200,0,88000,0,440.0,0,7204.35142826267,0.0,139.502512562814,0,139.502512562814,7204.35142826267,3169914.62843557,DrDoS_DNS
17,50,2,0,2656,0,1328.0,0,40000.0,0.0,50.0,0,50.0,40000.0,53120000.0,DrDoS_DNS
17,6,2,0,1490,0,745.0,0,333333.333333333,0.0,6.0,0,6.0,333333.333333333,248333333.333333,DrDoS_DNS
17,8228,6,0,8832,0,1472.0,0,729.217306757413,0.0,1645.6,0,1645.6,729.217306757413,1073407.87554691,DrDoS_DNS
17,10,2,0,2400,0,1200.0,0,200000.0,0.0,10.0,0,10.0,200000.0,240000000.0,DrDoS_DNS
17,49,2,0,2878,0,1439.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,58734693.877551,DrDoS_DNS
17,1,2,0,2456,0,1228.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,2456000000.0,DrDoS_DNS
17,2,2,0,2488,0,1244.0,0,1000000.0,0.0,2.0,0,2.0,1000000.0,1244000000.0,DrDoS_DNS
17,1,2,0,2672,0,1336.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,2672000000.0,DrDoS_DNS
17,222,2,0,544,0,272.0,0,9009.009009009,0.0,222.0,0,222.0,9009.009009009,2450450.45045045,DrDoS_DNS
17,35842,200,0,88000,0,440.0,0,5580.0457563752,0.0,180.110552763819,0,180.110552763819,5580.0457563752,2455220.13280508,DrDoS_DNS
17,7,2,0,498,0,249.0,0,285714.285714285,0.0,7.0,0,7.0,285714.285714285,71142857.1428571,DrDoS_DNS
17,233,2,0,2688,0,1344.0,0,8583.69098712446,0.0,233.0,0,233.0,8583.69098712446,11536480.6866952,DrDoS_DNS
17,29532,170,0,74800,0,440.0,0,5756.46756061221,0.0,174.745562130177,0,174.745562130177,5756.46756061221,2532845.72666937,DrDoS_DNS
17,30400,200,0,88000,0,440.0,0,6578.94736842105,0.0,152.763819095477,0,152.763819095477,6578.94736842105,2894736.84210526,DrDoS_DNS
17,45,2,0,1468,0,734.0,0,44444.4444444444,0.0,45.0,0,45.0,44444.4444444444,32622222.2222222,DrDoS_DNS
17,224,2,0,948,0,474.0,0,8928.57142857143,0.0,224.0,0,224.0,8928.57142857143,4232142.85714285,DrDoS_DNS
17,1,2,0,570,0,285.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,570000000.0,DrDoS_DNS
17,500,4,0,5888,0,1472.0,0,8000.0,0.0,166.666666666666,0,166.666666666666,8000.0,11776000.0,DrDoS_DNS
17,31400,178,0,77888,0,437.573033707865,0,5668.78980891719,0.0,177.401129943502,0,177.401129943502,5668.78980891719,2480509.55414012,DrDoS_DNS
17,30366,200,0,88000,0,440.0,0,6586.31364025554,0.0,152.59296482412,0,152.59296482412,6586.31364025554,2897978.00171244,DrDoS_DNS
17,61745,200,0,88000,0,440.0,0,3239.12867438659,0.0,310.276381909547,0,310.276381909547,3239.12867438659,1425216.61673009,DrDoS_DNS
17,594,4,0,4120,0,1030.0,0,6734.00673400673,0.0,198.0,0,198.0,6734.00673400673,6936026.93602693,DrDoS_DNS
17,44,2,0,1408,0,704.0,0,45454.5454545454,0.0,44.0,0,44.0,45454.5454545454,32000000.0,DrDoS_DNS
17,11,2,0,176,0,88.0,0,181818.181818181,0.0,11.0,0,11.0,181818.181818181,16000000.0,DrDoS_DNS
17,53,2,0,414,0,207.0,0,37735.8490566037,0.0,53.0,0,53.0,37735.8490566037,7811320.75471698,DrDoS_DNS
17,123,2,0,2896,0,1448.0,0,16260.162601626,0.0,123.0,0,123.0,16260.162601626,23544715.4471544,DrDoS_DNS
17,48,2,0,2640,0,1320.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,55000000.0,DrDoS_DNS
17,49,2,0,1354,0,677.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,27632653.0612244,DrDoS_DNS
17,132,2,0,1370,0,685.0,0,15151.5151515151,0.0,132.0,0,132.0,15151.5151515151,10378787.8787878,DrDoS_DNS
17,28841,200,0,88000,0,440.0,0,6934.57231025276,0.0,144.929648241206,0,144.929648241206,6934.57231025276,3051211.81651121,DrDoS_DNS
17,307,4,0,5888,0,1472.0,0,13029.315960912,0.0,102.333333333333,0,102.333333333333,13029.315960912,19179153.0944625,DrDoS_DNS
17,344,4,0,1320,0,330.0,0,11627.9069767441,0.0,114.666666666666,0,114.666666666666,11627.9069767441,3837209.30232558,DrDoS_DNS
17,4,2,0,776,0,388.0,0,500000.0,0.0,4.0,0,4.0,500000.0,194000000.0,DrDoS_DNS
17,48,2,0,208,0,104.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,4333333.33333333,DrDoS_DNS
17,70827,200,0,88000,0,440.0,0,2823.78189108673,0.0,355.914572864321,0,355.914572864321,2823.78189108673,1242464.03207816,DrDoS_DNS
17,20554,200,0,88000,0,440.0,0,9730.46608932568,0.0,103.286432160804,0,103.286432160804,9730.46608932568,4281405.07930329,DrDoS_DNS
17,15,2,0,736,0,368.0,0,133333.333333333,0.0,15.0,0,15.0,133333.333333333,49066666.6666666,DrDoS_DNS
17,71,2,0,70,0,35.0,0,28169.014084507,0.0,71.0,0,71.0,28169.014084507,985915.492957746,DrDoS_DNS
17,15,2,0,2342,0,1171.0,0,133333.333333333,0.0,15.0,0,15.0,133333.333333333,156133333.333333,DrDoS_DNS
17,51,2,0,48,0,24.0,0,39215.6862745098,0.0,51.0,0,51.0,39215.6862745098,941176.470588235,DrDoS_DNS
17,54,2,0,936,0,468.0,0,37037.037037037,0.0,54.0,0,54.0,37037.037037037,17333333.3333333,DrDoS_DNS
17,3,2,0,2136,0,1068.0,0,666666.666666666,0.0,3.0,0,3.0,666666.666666666,712000000.0,DrDoS_DNS
17,215,2,0,2480,0,1240.0,0,9302.32558139535,0.0,215.0,0,215.0,9302.32558139535,11534883.7209302,DrDoS_DNS
17,208,2,0,2494,0,1247.0,0,9615.38461538461,0.0,208.0,0,208.0,9615.38461538461,11990384.6153846,DrDoS_DNS
17,49,2,0,1124,0,562.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,22938775.510204,DrDoS_DNS
17,302,2,0,2944,0,1472.0,0,6622.51655629139,0.0,302.0,0,302.0,6622.51655629139,9748344.37086092,DrDoS_DNS
17,46,2,0,2632,0,1316.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,57217391.3043478,DrDoS_DNS
17,18320,200,0,88000,0,440.0,0,10917.0305676855,0.0,92.0603015075377,0,92.0603015075377,10917.0305676855,4803493.44978166,DrDoS_DNS
17,7,2,0,84,0,42.0,0,285714.285714285,0.0,7.0,0,7.0,285714.285714285,12000000.0,DrDoS_DNS
17,3,2,0,1556,0,778.0,0,666666.666666666,0.0,3.0,0,3.0,666666.666666666,518666666.666666,DrDoS_DNS
17,51,2,0,1506,0,753.0,0,39215.6862745098,0.0,51.0,0,51.0,39215.6862745098,29529411.7647058,DrDoS_DNS
17,1,2,0,1262,0,631.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,1262000000.0,DrDoS_DNS
17,297984,200,0,88000,0,440.0,0,671.176975945017,0.0,1497.40703517588,0,1497.40703517588,671.176975945017,295317.869415807,DrDoS_DNS
17,29729,174,0,76272,0,438.344827586206,0,5852.87093410474,0.0,171.843930635838,0,171.843930635838,5852.87093410474,2565575.70049446,DrDoS_DNS
17,227793,200,0,88000,0,440.0,0,877.990105051516,0.0,1144.68844221105,0,1144.68844221105,877.990105051516,386315.646222667,DrDoS_DNS
17,254,2,0,2848,0,1424.0,0,7874.01574803149,0.0,254.0,0,254.0,7874.01574803149,11212598.4251968,DrDoS_DNS
17,47,2,0,2648,0,1324.0,0,42553.1914893617,0.0,47.0,0,47.0,42553.1914893617,56340425.5319148,DrDoS_DNS
17,280163,150,0,65424,0,436.16,0,535.40260491214,0.0,1880.28859060402,0,1880.28859060402,535.40260491214,233521.200158479,DrDoS_DNS
17,3,2,0,2468,0,1234.0,0,666666.666666666,0.0,3.0,0,3.0,666666.666666666,822666666.666666,DrDoS_DNS
17,564,6,0,8832,0,1472.0,0,10638.2978723404,0.0,112.8,0,112.8,10638.2978723404,15659574.4680851,DrDoS_DNS
17,9,2,0,1070,0,535.0,0,222222.222222222,0.0,9.0,0,9.0,222222.222222222,118888888.888888,DrDoS_DNS
17,48,2,0,2790,0,1395.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,58125000.0,DrDoS_DNS
17,45,2,0,520,0,260.0,0,44444.4444444444,0.0,45.0,0,45.0,44444.4444444444,11555555.5555555,DrDoS_DNS
17,231,2,0,2848,0,1424.0,0,8658.00865800865,0.0,231.0,0,231.0,8658.00865800865,12329004.3290043,DrDoS_DNS
17,1472,10,0,4400,0,440.0,0,6793.47826086956,0.0,163.555555555555,0,163.555555555555,6793.47826086956,2989130.4347826,DrDoS_DNS
17,7,2,0,2896,0,1448.0,0,285714.285714285,0.0,7.0,0,7.0,285714.285714285,413714285.714285,DrDoS_DNS
17,49,2,0,1240,0,620.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,25306122.4489795,DrDoS_DNS
17,9,2,0,542,0,271.0,0,222222.222222222,0.0,9.0,0,9.0,222222.222222222,60222222.2222222,DrDoS_DNS
17,59589,200,0,88000,0,440.0,0,3356.32415378677,0.0,299.442211055276,0,299.442211055276,3356.32415378677,1476782.62766618,DrDoS_DNS
17,48,2,0,2412,0,1206.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,50250000.0,DrDoS_DNS
17,72627,2,2,62,118,31.0,59,27.5379679733432,27.5379679733432,2.0,3,24209.0,55.0759359466865,2478.41711760089,BENIGN
17,32795,158,0,69232,0,438.177215189873,0,4817.80759262082,0.0,208.885350318471,0,208.885350318471,4817.80759262082,2111053.51425522,DrDoS_DNS
17,227340,200,0,88000,0,440.0,0,879.739597079264,0.0,1142.4120603015,0,1142.4120603015,879.739597079264,387085.422714876,DrDoS_DNS
17,32357,174,0,75984,0,436.689655172413,0,5377.50718546218,0.0,187.034682080924,0,187.034682080924,5377.50718546218,2348301.75850666,DrDoS_DNS
17,7,2,0,2498,0,1249.0,0,285714.285714285,0.0,7.0,0,7.0,285714.285714285,356857142.857142,DrDoS_DNS
17,1,2,0,2812,0,1406.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,2812000000.0,DrDoS_DNS
17,12,2,0,1012,0,506.0,0,166666.666666666,0.0,12.0,0,12.0,166666.666666666,84333333.3333333,DrDoS_DNS
17,53845,200,0,88000,0,440.0,0,3714.36530782802,0.0,270.577889447236,0,270.577889447236,3714.36530782802,1634320.73544433,DrDoS_DNS
17,64275,4,0,2996,0,749.0,0,62.2325943212757,0.0,21425.0,0,21425.0,62.2325943212757,46612.2131466355,DrDoS_DNS
17,42,2,0,1334,0,667.0,0,47619.0476190476,0.0,42.0,0,42.0,47619.0476190476,31761904.7619047,DrDoS_DNS
17,49,2,0,638,0,319.0,0,40816.3265306122,0.0,49.0,0,49.0,40816.3265306122,13020408.1632653,DrDoS_DNS
17,46,2,0,2852,0,1426.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,62000000.0,DrDoS_DNS
17,43,2,0,1046,0,523.0,0,46511.6279069767,0.0,43.0,0,43.0,46511.6279069767,24325581.3953488,DrDoS_DNS
17,9,2,0,504,0,252.0,0,222222.222222222,0.0,9.0,0,9.0,222222.222222222,56000000.0,DrDoS_DNS
17,118187,200,0,88000,0,440.0,0,1692.23349437755,0.0,593.904522613065,0,593.904522613065,1692.23349437755,744582.737526123,DrDoS_DNS
17,7,2,0,280,0,140.0,0,285714.285714285,0.0,7.0,0,7.0,285714.285714285,40000000.0,DrDoS_DNS
17,210,2,0,1176,0,588.0,0,9523.80952380952,0.0,210.0,0,210.0,9523.80952380952,5600000.0,DrDoS_DNS
17,19938,200,0,88000,0,440.0,0,10031.0963988363,0.0,100.190954773869,0,100.190954773869,10031.0963988363,4413682.41548801,DrDoS_DNS
17,20676,2,2,72,224,36.0,112,96.7305088024763,96.7305088024763,1.0,1,6892.0,193.461017604952,14316.1153027664,BENIGN
17,307921,170,0,74800,0,440.0,0,552.08965936068,0.0,1822.01775147929,0,1822.01775147929,552.08965936068,242919.450118699,DrDoS_DNS
17,80,2,0,202,0,101.0,0,25000.0,0.0,80.0,0,80.0,25000.0,2525000.0,DrDoS_DNS
17,197,2,0,174,0,87.0,0,10152.2842639593,0.0,197.0,0,197.0,10152.2842639593,883248.730964467,DrDoS_DNS
17,47,2,0,1778,0,889.0,0,42553.1914893617,0.0,47.0,0,47.0,42553.1914893617,37829787.2340425,DrDoS_DNS
17,243,2,0,1008,0,504.0,0,8230.45267489712,0.0,243.0,0,243.0,8230.45267489712,4148148.14814814,DrDoS_DNS
17,222533,200,0,87280,0,436.4,0,898.743107763792,0.0,1118.25628140703,0,1118.25628140703,898.743107763792,392211.492228118,DrDoS_DNS
17,51,2,0,2692,0,1346.0,0,39215.6862745098,0.0,51.0,0,51.0,39215.6862745098,52784313.7254902,DrDoS_DNS
17,7328,48,0,21120,0,440.0,0,6550.21834061135,0.0,155.914893617021,0,155.914893617021,6550.21834061135,2882096.06986899,DrDoS_DNS
17,1,2,0,86,0,43.0,0,2000000.0,0.0,1.0,0,1.0,2000000.0,86000000.0,DrDoS_DNS
17,19989,200,0,88000,0,440.0,0,10005.5030266646,0.0,100.447236180904,0,100.447236180904,10005.5030266646,4402421.33173245,DrDoS_DNS
17,48,2,0,2062,0,1031.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,42958333.3333333,DrDoS_DNS
17,29,2,0,602,0,301.0,0,68965.5172413792,0.0,29.0,0,29.0,68965.5172413792,20758620.6896551,DrDoS_DNS
17,4,2,0,710,0,355.0,0,500000.0,0.0,4.0,0,4.0,500000.0,177500000.0,DrDoS_DNS
17,30176,174,0,76272,0,438.344827586206,0,5766.1717921527,0.0,174.427745664739,0,174.427745664739,5766.1717921527,2527571.58006362,DrDoS_DNS
17,111393,200,0,87280,0,436.4,0,1795.44495614625,0.0,559.763819095477,0,559.763819095477,1795.44495614625,783532.178862226,DrDoS_DNS
17,151216,200,0,88000,0,440.0,0,1322.61136387683,0.0,759.879396984924,0,759.879396984924,1322.61136387683,581949.000105809,DrDoS_DNS
17,214808,200,0,88000,0,440.0,0,931.064019962012,0.0,1079.43718592964,0,1079.43718592964,931.064019962012,409668.168783285,DrDoS_DNS
17,1068,4,0,5856,0,1464.0,0,3745.31835205992,0.0,356.0,0,356.0,3745.31835205992,5483146.06741573,DrDoS_DNS
17,2569,8,0,11776,0,1472.0,0,3114.05216037368,0.0,367.0,0,367.0,3114.05216037368,4583884.78007006,DrDoS_DNS
17,46,2,0,2710,0,1355.0,0,43478.2608695652,0.0,46.0,0,46.0,43478.2608695652,58913043.4782608,DrDoS_DNS
17,36062,200,0,88000,0,440.0,0,5546.00410404304,0.0,181.21608040201,0,181.21608040201,5546.00410404303,2440241.80577893,DrDoS_DNS
17,238,2,0,2752,0,1376.0,0,8403.36134453781,0.0,238.0,0,238.0,8403.36134453781,11563025.210084,DrDoS_DNS
17,5,2,0,280,0,140.0,0,400000.0,0.0,5.0,0,5.0,400000.0,55999999.9999999,DrDoS_DNS
17,28869,200,0,88000,0,440.0,0,6927.84647892202,0.0,145.070351758793,0,145.070351758793,6927.84647892202,3048252.45072569,DrDoS_DNS
17,26524,150,0,65424,0,436.16,0,5655.25561755391,0.0,178.013422818792,0,178.013422818792,5655.25561755391,2466596.29015231,DrDoS_DNS
17,48,2,0,288,0,144.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,6000000.0,DrDoS_DNS
17,1028,4,0,5888,0,1472.0,0,3891.05058365758,0.0,342.666666666666,0,342.666666666666,3891.05058365758,5727626.45914396,DrDoS_DNS
17,53,2,0,1334,0,667.0,0,37735.8490566037,0.0,53.0,0,53.0,37735.8490566037,25169811.3207547,DrDoS_DNS
17,5,2,0,558,0,279.0,0,400000.0,0.0,5.0,0,5.0,400000.0,111600000.0,DrDoS_DNS
17,242,2,0,1328,0,664.0,0,8264.46280991735,0.0,242.0,0,242.0,8264.46280991735,5487603.30578512,DrDoS_DNS
17,38152,200,0,88000,0,440.0,0,5242.1891381841,0.0,191.718592964824,0,191.718592964824,5242.1891381841,2306563.220801,DrDoS_DNS
17,48,2,0,1934,0,967.0,0,41666.6666666666,0.0,48.0,0,48.0,41666.6666666666,40291666.6666666,DrDoS_DNS
17,2,2,0,1408,0,704.0,0,1000000.0,0.0,2.0,0,2.0,1000000.0,704000000.0,DrDoS_DNS
17,36,2,0,2944,0,1472.0,0,55555.5555555555,0.0,36.0,0,36.0,55555.5555555555,81777777.7777777,DrDoS_DNS
17,154508,200,0,88000,0,440.0,0,1294.43135630517,0.0,776.422110552763,0,776.422110552763,1294.43135630517,569549.796774277,DrDoS_DNS
